target,release,variants_searched,available_variables
PUFC31_FLWRK,2022-02FEB,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC31_FLWRK,2022-03MAR,"PUFC31_FLWRK, PUFC25B_FTWORK, C41_FLWRK, C41_FLWK, CC41_FLWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-02FEB,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-03MAR,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-05MAY,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-06JUN,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-11NOV,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2021-12DEC,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-02FEB,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-03MAR,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-05MAY,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-06JUN,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-08AUG,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-11NOV,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2022-12DEC,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2023-02FEB,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2023-03MAR,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2023-05MAY,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2023-06JUN,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC32_JOBSM,2023-08AUG,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC32_JOBSM,2023-11NOV,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC32_JOBSM,2023-12DEC,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC32_JOBSM,2024-02FEB,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC32_JOBSM,2024-03MAR,"PUFC32_JOBSM, C39_JOBSM, C39_JBSM, CC39_JOBSM, CC32_JOBSM","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC33_WEEKS,2021-02FEB,"PUFC33_WEEKS, C40_WEEKS, C40_WKS, CC40_WEEKS, CC33_WEEKS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC33_WEEKS,2021-03MAR,"PUFC33_WEEKS, C40_WEEKS, C40_WKS, CC40_WEEKS, CC33_WEEKS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
